epoch,acc,loss,val_acc,val_loss
0,0.89154,0.36219294421195986,0.95079999999999998,0.15711137287914753
1,0.92484,0.25977240006446839,0.9627,0.13563583024237305
2,0.93295999996185308,0.24292878176689148,0.96589999999999998,0.12494516031865496
3,0.93766000001907346,0.22761737418174743,0.96679999999999999,0.12473464067129535
4,0.94132000001907346,0.2130982471871376,0.96689999999999998,0.13867758411617251
5,0.94049999996185307,0.22427379491806029,0.96999999999999997,0.12532671874128282
6,0.94359999999999999,0.22033404306888579,0.96750000000000003,0.1330842313394649
7,0.94476000001907345,0.21428192505836488,0.97089999999999999,0.13016786097711883
8,0.94623999996185304,0.20975845254898071,0.97130000000000005,0.1321813051186502
9,0.94935999999999998,0.20359177303314208,0.97219999999999995,0.12776479294518941
10,0.95018000000000002,0.20459400996685029,0.97089999999999999,0.13504355830647982
11,0.95054000000000005,0.19836303364753724,0.97070000000000001,0.1555760057039588
12,0.95395999996185299,0.19688136614799501,0.97399999999999998,0.13647056691533072
13,0.95145999999999997,0.1962577123594284,0.9718,0.13185960076436168
14,0.95254000003814698,0.19858695749282837,0.97030000000000005,0.15052687895524722
15,0.95615999996185308,0.18760430218935012,0.97240000000000004,0.15083564266712929
16,0.95435999998092647,0.19916405530452727,0.9718,0.15271023710556911
17,0.95766000001907348,0.1849225241279602,0.97250000000000003,0.15087985237532994
18,0.96025999998092648,0.17459865212202072,0.97389999999999999,0.14518691593619878
19,0.95747999998092648,0.1939562719154358,0.97050000000000003,0.16181651104949465
