epoch,acc,loss,val_acc,val_loss
0,0.8890800000190735,0.35821526822090149,0.95899999999999996,0.14116622677445412
1,0.92201999999999995,0.26456254757881165,0.96179999999999999,0.13040779921039938
2,0.92834000001907346,0.24197086104393006,0.96630000000000005,0.12022980296015739
3,0.93335999998092656,0.23198862510681154,0.96850000000000003,0.12067510885694065
4,0.93916000003814692,0.21512056334972382,0.9647,0.13143648389615117
5,0.93716000003814692,0.22321941740989684,0.96889999999999998,0.12726507410304622
6,0.9439200000190735,0.20736187217712401,0.96889999999999998,0.13446886009197914
7,0.94063999996185299,0.21700350332260132,0.97070000000000001,0.130645823530294
8,0.94466000003814699,0.2019906601715088,0.96970000000000001,0.13634527425942944
9,0.94630000003814696,0.20765321138858794,0.9698,0.13839871766115538
10,0.94654000003814698,0.20395064348220826,0.96809999999999996,0.14547833583757747
11,0.94634000001907348,0.20273681194305421,0.96970000000000001,0.13869108145361242
12,0.95075999998092653,0.18913364521980286,0.96919999999999995,0.14903662428586978
13,0.95046000003814701,0.18878069530010225,0.97150000000000003,0.13392710575918901
14,0.94847999999999999,0.20390836615085603,0.97019999999999995,0.14399912674797233
15,0.95145999999999997,0.19563024637699128,0.97330000000000005,0.1380477344669227
16,0.95317999996185299,0.18099913191318512,0.97099999999999997,0.14646825532503427
17,0.95108000000000004,0.19258770009040832,0.97230000000000005,0.13273436417471385
18,0.95437999998092649,0.18235106904268264,0.96989999999999998,0.14713870469048271
19,0.95475999996185301,0.18151501437664033,0.9708,0.149564384524012
