epoch,acc,loss,val_acc,val_loss
0,0.96944000003814701,0.13901943582654,0.97709999999999997,0.13389728195709177
1,0.97511999999999999,0.10320158802866936,0.97750000000000004,0.13040747090647928
2,0.97688000001907349,0.095712546459436415,0.97829999999999995,0.12829844565616222
3,0.9787800000190735,0.083499744168519976,0.9778,0.12558633691322174
4,0.97941999999999996,0.080408395716249942,0.97840000000000005,0.12122053043466294
5,0.98007999999999995,0.077950693423151973,0.97850000000000004,0.11984064174725208
6,0.98162000003814698,0.072118516513407227,0.97960000000000003,0.12004242164105526
7,0.98131999998092656,0.072188719859123229,0.97919999999999996,0.11861840790262212
8,0.98338000003814696,0.062101404420137403,0.97850000000000004,0.12176912722494453
9,0.98344000003814702,0.064468477509617803,0.97909999999999997,0.11850005949524056
10,0.98368000001907352,0.062348271771073341,0.97919999999999996,0.12094594546595472
11,0.983860000038147,0.060474111337214712,0.97919999999999996,0.1203406426430156
12,0.98365999996185305,0.059760611317157743,0.97870000000000001,0.1186541587744141
13,0.98434000003814692,0.05774212435245514,0.97960000000000003,0.11782086562688929
14,0.98467999998092648,0.053630129605531693,0.9798,0.11847119687432424
15,0.98453999999999997,0.056115790469944478,0.97860000000000003,0.11823690788929817
16,0.98592000001907354,0.054831392793059347,0.97909999999999997,0.11811460696381983
17,0.98662000003814698,0.050102854000329974,0.97999999999999998,0.11697430209084414
18,0.98653999996185304,0.049069891801029442,0.9798,0.12185788036560406
19,0.98684000000000005,0.049479195764064787,0.97840000000000005,0.1209616033860948
